itemSet,setSize,target,conversion
52-49,2,78,0
52-49,2,1,0
52-49,2,86,0
52-49,2,42,0
52,1,49,1
74,1,83,0
74,1,21,0
74,1,69,0
74,1,1,0
74,1,63,0
84,1,41,0
84,1,87,0
84,1,29,0
84,1,6,0
84,1,33,0
73,1,10,0
73,1,66,0
73,1,55,0
73,1,83,0
73,1,84,0
34,1,17,0
34,1,22,0
34,1,73,0
34,1,98,0
34,1,90,0
97-96-16,3,44,0
97-96-16,3,73,0
97-96-16,3,49,0
97-96-16,3,84,0
97-96-16,3,57,0
96-16,2,97,1
7,1,29,0
7,1,90,0
7,1,80,0
7,1,47,0
7,1,22,0
39-2,2,55,0
39-2,2,60,0
39-2,2,33,0
39-2,2,98,0
39-2,2,97,0
2,1,39,1
14-2-10-7,4,63,0
14-2-10-7,4,68,0
14-2-10-7,4,20,0
14-2-10-7,4,55,0
14-2-10-7,4,25,0
10-14-7,3,2,1
7,1,21,0
7,1,18,0
7,1,78,0
7,1,50,0
7,1,96,0
41-69,2,42,0
41-69,2,0,0
41-69,2,51,0
41-69,2,25,0
41-69,2,70,0
69,1,41,1
92,1,86,0
92,1,66,0
92,1,93,0
92,1,23,0
92,1,17,0
70-7-55-49-10,5,68,0
70-7-55-49-10,5,57,0
70-7-55-49-10,5,22,0
70-7-55-49-10,5,39,0
70-7-55-49-10,5,64,0
49-10-70-55,4,7,1
10,1,27,0
10,1,59,0
10,1,60,0
10,1,82,0
10,1,9,0
19-2-5,3,22,0
19-2-5,3,89,0
19-2-5,3,57,0
19-2-5,3,55,0
19-2-5,3,88,0
2-5,2,19,1
64-65-36,3,47,0
64-65-36,3,86,0
64-65-36,3,1,0
64-65-36,3,25,0
64-65-36,3,89,0
64-36,2,65,1
3,1,24,0
3,1,35,0
3,1,88,0
3,1,56,0
3,1,8,0
44-65-24,3,17,0
44-65-24,3,15,0
44-65-24,3,86,0
44-65-24,3,91,0
44-65-24,3,99,0
24-44,2,65,1
4-17,2,35,0
4-17,2,41,0
4-17,2,90,0
4-17,2,85,0
4-17,2,77,0
4,1,17,1
2-7-63,3,11,0
2-7-63,3,75,0
2-7-63,3,0,0
2-7-63,3,13,0
2-7-63,3,76,0
2-7,2,63,1
57-55-38-85-19-7-27-15,8,8,0
57-55-38-85-19-7-27-15,8,21,0
57-55-38-85-19-7-27-15,8,29,0
57-55-38-85-19-7-27-15,8,34,0
57-55-38-85-19-7-27-15,8,4,0
38-7-15-19-85-55-27,7,57,1
64,1,68,0
64,1,77,0
64,1,93,0
64,1,62,0
64,1,13,0
30-20,2,29,0
30-20,2,63,0
30-20,2,10,0
30-20,2,14,0
30-20,2,36,0
30,1,20,1
14-20-9,3,32,0
14-20-9,3,35,0
14-20-9,3,89,0
14-20-9,3,25,0
14-20-9,3,74,0
9-14,2,20,1
27-4-20,3,69,0
27-4-20,3,79,0
27-4-20,3,49,0
27-4-20,3,57,0
27-4-20,3,50,0
27-20,2,4,1
49-43,2,82,0
49-43,2,37,0
49-43,2,73,0
49-43,2,15,0
49-43,2,48,0
43,1,49,1
90-43,2,31,0
90-43,2,73,0
90-43,2,54,0
90-43,2,96,0
90-43,2,2,0
90,1,43,1
20-15,2,32,0
20-15,2,6,0
20-15,2,67,0
20-15,2,92,0
20-15,2,8,0
20,1,15,1
39,1,5,0
39,1,38,0
39,1,35,0
39,1,9,0
39,1,22,0
7,1,67,0
7,1,23,0
7,1,21,0
7,1,70,0
7,1,40,0
63-21-20-15,4,38,0
63-21-20-15,4,72,0
63-21-20-15,4,32,0
63-21-20-15,4,34,0
63-21-20-15,4,90,0
20-21-63,3,15,1
15-20,2,98,0
15-20,2,39,0
15-20,2,16,0
15-20,2,13,0
15-20,2,56,0
20,1,15,1
47-84,2,85,0
47-84,2,22,0
47-84,2,41,0
47-84,2,51,0
47-84,2,70,0
47,1,84,1
63,1,53,0
63,1,20,0
63,1,60,0
63,1,18,0
63,1,92,0
50-43,2,84,0
50-43,2,27,0
50-43,2,15,0
50-43,2,55,0
50-43,2,8,0
43,1,50,1
99-27-62-15-7,5,37,0
99-27-62-15-7,5,98,0
99-27-62-15-7,5,47,0
99-27-62-15-7,5,73,0
99-27-62-15-7,5,40,0
27-99-15-7,4,62,1
73-67-16-92-24,5,25,0
73-67-16-92-24,5,52,0
73-67-16-92-24,5,31,0
73-67-16-92-24,5,20,0
73-67-16-92-24,5,9,0
16-73-67-24,4,92,1
85,1,8,0
85,1,11,0
85,1,75,0
85,1,89,0
85,1,23,0
24-71-81-32-45-23-79-10-95,9,29,0
24-71-81-32-45-23-79-10-95,9,39,0
24-71-81-32-45-23-79-10-95,9,99,0
24-71-81-32-45-23-79-10-95,9,82,0
24-71-81-32-45-23-79-10-95,9,28,0
32-10-45-79-81-23-24-95,8,71,1
56,1,70,0
56,1,11,0
56,1,62,0
56,1,54,0
56,1,88,0
78-76-11-4,4,92,0
78-76-11-4,4,30,0
78-76-11-4,4,17,0
78-76-11-4,4,85,0
78-76-11-4,4,36,0
11-76-78,3,4,1
81,1,25,0
81,1,7,0
81,1,85,0
81,1,14,0
81,1,99,0
5-20-37-15-13-14,6,21,0
5-20-37-15-13-14,6,50,0
5-20-37-15-13-14,6,72,0
5-20-37-15-13-14,6,0,0
5-20-37-15-13-14,6,95,0
37-13-14-15-20,5,5,1
10-70-7-82-49-27-15-20,8,96,0
10-70-7-82-49-27-15-20,8,95,0
10-70-7-82-49-27-15-20,8,99,0
10-70-7-82-49-27-15-20,8,37,0
10-70-7-82-49-27-15-20,8,63,0
70-7-10-15-49-82-27,7,20,1
33,1,40,0
33,1,70,0
33,1,69,0
33,1,16,0
33,1,20,0
42-95,2,22,0
42-95,2,36,0
42-95,2,59,0
42-95,2,7,0
42-95,2,84,0
95,1,42,1
9-40,2,97,0
9-40,2,17,0
9-40,2,36,0
9-40,2,68,0
9-40,2,39,0
9,1,40,1
7,1,41,0
7,1,60,0
7,1,43,0
7,1,21,0
7,1,59,0
15-20,2,40,0
15-20,2,14,0
15-20,2,88,0
15-20,2,39,0
15-20,2,43,0
20,1,15,1
9-94,2,77,0
9-94,2,0,0
9-94,2,39,0
9-94,2,93,0
9-94,2,47,0
9,1,94,1
56,1,65,0
56,1,30,0
56,1,41,0
56,1,27,0
56,1,34,0
8-14-18,3,67,0
8-14-18,3,88,0
8-14-18,3,11,0
8-14-18,3,91,0
8-14-18,3,37,0
8-14,2,18,1
90,1,73,0
90,1,64,0
90,1,60,0
90,1,79,0
90,1,51,0
13-14,2,61,0
13-14,2,25,0
13-14,2,81,0
13-14,2,69,0
13-14,2,48,0
13,1,14,1
24-29-68-31-81-71-74,7,11,0
24-29-68-31-81-71-74,7,33,0
24-29-68-31-81-71-74,7,89,0
24-29-68-31-81-71-74,7,38,0
24-29-68-31-81-71-74,7,47,0
68-71-81-24-29-31,6,74,1
32-66,2,54,0
32-66,2,40,0
32-66,2,58,0
32-66,2,99,0
32-66,2,35,0
66,1,32,1
6,1,82,0
6,1,68,0
6,1,20,0
6,1,15,0
6,1,17,0
15-21,2,72,0
15-21,2,18,0
15-21,2,91,0
15-21,2,44,0
15-21,2,78,0
15,1,21,1
24-73-81-40-26-29-61-64,8,51,0
24-73-81-40-26-29-61-64,8,68,0
24-73-81-40-26-29-61-64,8,36,0
24-73-81-40-26-29-61-64,8,22,0
24-73-81-40-26-29-61-64,8,33,0
64-40-73-81-61-24-26,7,29,1
19-1-15-20,4,73,0
19-1-15-20,4,86,0
19-1-15-20,4,92,0
19-1-15-20,4,94,0
19-1-15-20,4,3,0
19-20-15,3,1,1
62-93,2,81,0
62-93,2,77,0
62-93,2,44,0
62-93,2,26,0
62-93,2,10,0
62,1,93,1
19,1,67,0
19,1,74,0
19,1,26,0
19,1,86,0
19,1,38,0
56,1,55,0
56,1,23,0
56,1,47,0
56,1,37,0
56,1,11,0
61-13,2,36,0
61-13,2,90,0
61-13,2,44,0
61-13,2,33,0
61-13,2,19,0
61,1,13,1
17,1,11,0
17,1,78,0
17,1,47,0
17,1,91,0
17,1,35,0
23,1,56,0
23,1,6,0
23,1,59,0
23,1,92,0
23,1,21,0
15,1,99,0
15,1,71,0
15,1,66,0
15,1,5,0
15,1,10,0
94-35-15,3,98,0
94-35-15,3,33,0
94-35-15,3,65,0
94-35-15,3,47,0
94-35-15,3,32,0
35-15,2,94,1
24-73-40,3,10,0
24-73-40,3,13,0
24-73-40,3,99,0
24-73-40,3,66,0
24-73-40,3,86,0
24-40,2,73,1
4,1,24,0
4,1,68,0
4,1,19,0
4,1,55,0
4,1,59,0
97-52,2,76,0
97-52,2,86,0
97-52,2,19,0
97-52,2,62,0
97-52,2,94,0
52,1,97,1
22,1,66,0
22,1,10,0
22,1,15,0
22,1,79,0
22,1,7,0
52-72,2,23,0
52-72,2,56,0
52-72,2,73,0
52-72,2,4,0
52-72,2,69,0
72,1,52,1
49,1,29,0
49,1,36,0
49,1,98,0
49,1,25,0
49,1,35,0
55-49-48-77-52-7,6,58,0
55-49-48-77-52-7,6,79,0
55-49-48-77-52-7,6,32,0
55-49-48-77-52-7,6,83,0
55-49-48-77-52-7,6,60,0
7-77-48-49-52,5,55,1
11,1,7,0
11,1,18,0
11,1,80,0
11,1,20,0
11,1,24,0
15-55,2,52,0
15-55,2,76,0
15-55,2,73,0
15-55,2,63,0
15-55,2,26,0
15,1,55,1
19-30-2,3,10,0
19-30-2,3,41,0
19-30-2,3,42,0
19-30-2,3,35,0
19-30-2,3,90,0
2-30,2,19,1
69-33,2,25,0
69-33,2,76,0
69-33,2,48,0
69-33,2,70,0
69-33,2,50,0
33,1,69,1
53-88,2,20,0
53-88,2,1,0
53-88,2,22,0
53-88,2,78,0
53-88,2,99,0
53,1,88,1
7,1,38,0
7,1,64,0
7,1,37,0
7,1,34,0
7,1,77,0
81-69-76,3,79,0
81-69-76,3,35,0
81-69-76,3,83,0
81-69-76,3,37,0
81-69-76,3,26,0
81-76,2,69,1
15-80-91-20,4,78,0
15-80-91-20,4,12,0
15-80-91-20,4,62,0
15-80-91-20,4,49,0
15-80-91-20,4,30,0
91-20-15,3,80,1
89,1,11,0
89,1,82,0
89,1,35,0
89,1,53,0
89,1,79,0
2-20,2,5,0
2-20,2,11,0
2-20,2,89,0
2-20,2,72,0
2-20,2,61,0
2,1,20,1
79-48-23,3,42,0
79-48-23,3,59,0
79-48-23,3,41,0
79-48-23,3,90,0
79-48-23,3,6,0
48-79,2,23,1
23-61-75,3,79,0
23-61-75,3,26,0
23-61-75,3,11,0
23-61-75,3,44,0
23-61-75,3,50,0
75-61,2,23,1
21-95-76-69,4,52,0
21-95-76-69,4,74,0
21-95-76-69,4,99,0
21-95-76-69,4,39,0
21-95-76-69,4,78,0
76-21-95,3,69,1
58,1,25,0
58,1,76,0
58,1,88,0
58,1,6,0
58,1,19,0
27-20-2-24,4,23,0
27-20-2-24,4,26,0
27-20-2-24,4,87,0
27-20-2-24,4,53,0
27-20-2-24,4,22,0
2-27-20,3,24,1
75,1,17,0
75,1,55,0
75,1,89,0
75,1,21,0
75,1,49,0
82-52-7,3,17,0
82-52-7,3,99,0
82-52-7,3,37,0
82-52-7,3,5,0
82-52-7,3,87,0
52-7,2,82,1
20,1,48,0
20,1,22,0
20,1,7,0
20,1,51,0
20,1,42,0
62,1,73,0
62,1,72,0
62,1,6,0
62,1,37,0
62,1,10,0
7-44-5,3,9,0
7-44-5,3,87,0
7-44-5,3,74,0
7-44-5,3,56,0
7-44-5,3,73,0
44-7,2,5,1
27,1,38,0
27,1,66,0
27,1,92,0
27,1,12,0
27,1,86,0
79-65-60,3,70,0
79-65-60,3,8,0
79-65-60,3,71,0
79-65-60,3,67,0
79-65-60,3,83,0
60-79,2,65,1
15-16,2,44,0
15-16,2,46,0
15-16,2,59,0
15-16,2,18,0
15-16,2,28,0
15,1,16,1
73,1,67,0
73,1,69,0
73,1,26,0
73,1,1,0
73,1,31,0
20,1,83,0
20,1,41,0
20,1,47,0
20,1,19,0
20,1,22,0
23-66,2,70,0
23-66,2,63,0
23-66,2,34,0
23-66,2,87,0
23-66,2,38,0
23,1,66,1
10-73,2,9,0
10-73,2,23,0
10-73,2,82,0
10-73,2,87,0
10-73,2,98,0
10,1,73,1
7,1,87,0
7,1,41,0
7,1,42,0
7,1,62,0
7,1,12,0
99-27-15-1-55-8,6,12,0
99-27-15-1-55-8,6,43,0
99-27-15-1-55-8,6,20,0
99-27-15-1-55-8,6,95,0
99-27-15-1-55-8,6,31,0
1-8-15-55-27,5,99,1
34,1,73,0
34,1,38,0
34,1,79,0
34,1,14,0
34,1,36,0
46-43-9-62,4,93,0
46-43-9-62,4,22,0
46-43-9-62,4,54,0
46-43-9-62,4,53,0
46-43-9-62,4,47,0
46-9-62,3,43,1
61-42-71,3,58,0
61-42-71,3,65,0
61-42-71,3,83,0
61-42-71,3,9,0
61-42-71,3,1,0
61-71,2,42,1
85-97-22,3,65,0
85-97-22,3,81,0
85-97-22,3,66,0
85-97-22,3,10,0
85-97-22,3,19,0
97-22,2,85,1
20,1,52,0
20,1,49,0
20,1,72,0
20,1,83,0
20,1,55,0
89-64-29-32,4,82,0
89-64-29-32,4,11,0
89-64-29-32,4,33,0
89-64-29-32,4,18,0
89-64-29-32,4,10,0
64-89-32,3,29,1
15,1,44,0
15,1,71,0
15,1,20,0
15,1,5,0
15,1,96,0
32-44-11,3,71,0
32-44-11,3,21,0
32-44-11,3,42,0
32-44-11,3,68,0
32-44-11,3,10,0
32-11,2,44,1
20,1,9,0
20,1,41,0
20,1,88,0
20,1,71,0
20,1,63,0
17-26-80-8,4,4,0
17-26-80-8,4,22,0
17-26-80-8,4,15,0
17-26-80-8,4,98,0
17-26-80-8,4,90,0
80-8-26,3,17,1
23-69,2,60,0
23-69,2,83,0
23-69,2,90,0
23-69,2,73,0
23-69,2,35,0
69,1,23,1
55-7-77-15-20-59-52,7,50,0
55-7-77-15-20-59-52,7,34,0
55-7-77-15-20-59-52,7,30,0
55-7-77-15-20-59-52,7,63,0
55-7-77-15-20-59-52,7,22,0
7-77-15-20-52-59,6,55,1
48,1,82,0
48,1,67,0
48,1,32,0
48,1,15,0
48,1,41,0
10,1,93,0
10,1,26,0
10,1,42,0
10,1,16,0
10,1,35,0
47-6,2,16,0
47-6,2,58,0
47-6,2,46,0
47-6,2,36,0
47-6,2,84,0
47,1,6,1
7,1,19,0
7,1,42,0
7,1,26,0
7,1,79,0
7,1,98,0
52-7,2,56,0
52-7,2,62,0
52-7,2,11,0
52-7,2,14,0
52-7,2,93,0
52,1,7,1
73-67,2,25,0
73-67,2,78,0
73-67,2,29,0
73-67,2,7,0
73-67,2,0,0
73,1,67,1
58-7,2,26,0
58-7,2,91,0
58-7,2,70,0
58-7,2,10,0
58-7,2,31,0
7,1,58,1
2-51,2,75,0
2-51,2,55,0
2-51,2,63,0
2-51,2,20,0
2-51,2,61,0
2,1,51,1
68-44-63-41-65-9-90-73,8,80,0
68-44-63-41-65-9-90-73,8,17,0
68-44-63-41-65-9-90-73,8,72,0
68-44-63-41-65-9-90-73,8,85,0
68-44-63-41-65-9-90-73,8,19,0
65-68-41-9-73-44-63,7,90,1
9-70-10,3,27,0
9-70-10,3,52,0
9-70-10,3,37,0
9-70-10,3,84,0
9-70-10,3,25,0
9-10,2,70,1
89-23-65-25-32-78,6,29,0
89-23-65-25-32-78,6,6,0
89-23-65-25-32-78,6,38,0
89-23-65-25-32-78,6,12,0
89-23-65-25-32-78,6,93,0
32-65-89-23-25,5,78,1
70-77-51,3,49,0
70-77-51,3,8,0
70-77-51,3,91,0
70-77-51,3,47,0
70-77-51,3,14,0
51-77,2,70,1
43,1,13,0
43,1,39,0
43,1,99,0
43,1,53,0
43,1,52,0
15-20,2,59,0
15-20,2,42,0
15-20,2,24,0
15-20,2,26,0
15-20,2,94,0
15,1,20,1
48,1,30,0
48,1,96,0
48,1,33,0
48,1,56,0
48,1,58,0
89,1,81,0
89,1,36,0
89,1,68,0
89,1,41,0
89,1,65,0
50-92-18,3,57,0
50-92-18,3,7,0
50-92-18,3,35,0
50-92-18,3,39,0
50-92-18,3,53,0
18-92,2,50,1
7,1,23,0
7,1,61,0
7,1,19,0
7,1,69,0
7,1,89,0
70,1,90,0
70,1,0,0
70,1,60,0
70,1,6,0
70,1,1,0
98-24-61-64,4,95,0
98-24-61-64,4,16,0
98-24-61-64,4,9,0
98-24-61-64,4,79,0
98-24-61-64,4,58,0
64-98-61,3,24,1
78,1,25,0
78,1,39,0
78,1,21,0
78,1,17,0
78,1,89,0
77-7,2,83,0
77-7,2,21,0
77-7,2,71,0
77-7,2,12,0
77-7,2,98,0
77,1,7,1
55,1,41,0
55,1,13,0
55,1,28,0
55,1,70,0
55,1,69,0
39-9-90-20-37,5,96,0
39-9-90-20-37,5,64,0
39-9-90-20-37,5,47,0
39-9-90-20-37,5,15,0
39-9-90-20-37,5,59,0
9-90-20-39,4,37,1
49-27,2,82,0
49-27,2,4,0
49-27,2,66,0
49-27,2,29,0
49-27,2,76,0
27,1,49,1
15,1,26,0
15,1,45,0
15,1,63,0
15,1,31,0
15,1,30,0
89-76-67-60,4,3,0
89-76-67-60,4,59,0
89-76-67-60,4,68,0
89-76-67-60,4,5,0
89-76-67-60,4,24,0
67-76-60,3,89,1
85-16,2,66,0
85-16,2,50,0
85-16,2,31,0
85-16,2,93,0
85-16,2,14,0
16,1,85,1
83-36-94,3,98,0
83-36-94,3,55,0
83-36-94,3,39,0
83-36-94,3,95,0
83-36-94,3,82,0
36-94,2,83,1
32,1,57,0
32,1,78,0
32,1,37,0
32,1,10,0
32,1,13,0
69-49,2,89,0
69-49,2,83,0
69-49,2,59,0
69-49,2,4,0
69-49,2,61,0
69,1,49,1
81-34-89,3,62,0
81-34-89,3,75,0
81-34-89,3,61,0
81-34-89,3,99,0
81-34-89,3,16,0
81-34,2,89,1
23,1,42,0
23,1,93,0
23,1,26,0
23,1,98,0
23,1,53,0
20,1,28,0
20,1,74,0
20,1,3,0
20,1,23,0
20,1,92,0
43-50,2,64,0
43-50,2,53,0
43-50,2,55,0
43-50,2,47,0
43-50,2,68,0
50,1,43,1
2-7-14,3,11,0
2-7-14,3,97,0
2-7-14,3,42,0
2-7-14,3,3,0
2-7-14,3,17,0
2-7,2,14,1
7-15,2,82,0
7-15,2,91,0
7-15,2,18,0
7-15,2,64,0
7-15,2,55,0
15,1,7,1
23,1,48,0
23,1,68,0
23,1,96,0
23,1,14,0
23,1,92,0
2-51,2,86,0
2-51,2,93,0
2-51,2,62,0
2-51,2,11,0
2-51,2,19,0
2,1,51,1
85-52-20-4-41,5,55,0
85-52-20-4-41,5,27,0
85-52-20-4-41,5,46,0
85-52-20-4-41,5,68,0
85-52-20-4-41,5,86,0
41-4-85-52,4,20,1
20,1,0,0
20,1,84,0
20,1,76,0
20,1,8,0
20,1,26,0
52,1,90,0
52,1,96,0
52,1,89,0
52,1,47,0
52,1,43,0
65,1,96,0
65,1,80,0
65,1,66,0
65,1,30,0
65,1,99,0
30-22-62,3,40,0
30-22-62,3,70,0
30-22-62,3,75,0
30-22-62,3,36,0
30-22-62,3,50,0
62-30,2,22,1
88,1,86,0
88,1,14,0
88,1,99,0
88,1,97,0
88,1,93,0
61-17-46-63,4,48,0
61-17-46-63,4,18,0
61-17-46-63,4,2,0
61-17-46-63,4,37,0
61-17-46-63,4,67,0
17-61-46,3,63,1
96-78-69,3,11,0
96-78-69,3,40,0
96-78-69,3,35,0
96-78-69,3,82,0
96-78-69,3,74,0
96-69,2,78,1
47,1,36,0
47,1,79,0
47,1,13,0
47,1,99,0
47,1,62,0
93,1,97,0
93,1,3,0
93,1,37,0
93,1,21,0
93,1,75,0
47-68,2,46,0
47-68,2,36,0
47-68,2,89,0
47-68,2,17,0
47-68,2,6,0
47,1,68,1
7-57-62-67,4,32,0
7-57-62-67,4,72,0
7-57-62-67,4,92,0
7-57-62-67,4,14,0
7-57-62-67,4,37,0
57-67-7,3,62,1
20-49,2,12,0
20-49,2,23,0
20-49,2,46,0
20-49,2,0,0
20-49,2,21,0
20,1,49,1
10-31-69,3,77,0
10-31-69,3,50,0
10-31-69,3,59,0
10-31-69,3,54,0
10-31-69,3,40,0
10-31,2,69,1
15-9-20-16,4,50,0
15-9-20-16,4,13,0
15-9-20-16,4,29,0
15-9-20-16,4,93,0
15-9-20-16,4,58,0
16-20-15,3,9,1
48-34,2,69,0
48-34,2,70,0
48-34,2,20,0
48-34,2,44,0
48-34,2,41,0
48,1,34,1
24-59-71,3,32,0
24-59-71,3,40,0
24-59-71,3,25,0
24-59-71,3,83,0
24-59-71,3,10,0
24-71,2,59,1
50-45-23,3,10,0
50-45-23,3,74,0
50-45-23,3,89,0
50-45-23,3,56,0
50-45-23,3,5,0
50-23,2,45,1
51-9,2,92,0
51-9,2,39,0
51-9,2,61,0
51-9,2,33,0
51-9,2,38,0
9,1,51,1
6,1,65,0
6,1,35,0
6,1,8,0
6,1,66,0
6,1,98,0
15,1,52,0
15,1,95,0
15,1,83,0
15,1,53,0
15,1,19,0
15-27,2,1,0
15-27,2,42,0
15-27,2,10,0
15-27,2,89,0
15-27,2,71,0
15,1,27,1
88-6-85-43-75,5,64,0
88-6-85-43-75,5,12,0
88-6-85-43-75,5,65,0
88-6-85-43-75,5,32,0
88-6-85-43-75,5,81,0
88-75-85-6,4,43,1
32-11,2,68,0
32-11,2,97,0
32-11,2,70,0
32-11,2,88,0
32-11,2,45,0
32,1,11,1
7-27-56,3,77,0
7-27-56,3,6,0
7-27-56,3,29,0
7-27-56,3,15,0
7-27-56,3,23,0
56-7,2,27,1
76-85-34,3,63,0
76-85-34,3,90,0
76-85-34,3,62,0
76-85-34,3,75,0
76-85-34,3,29,0
76-85,2,34,1
50-18,2,57,0
50-18,2,24,0
50-18,2,40,0
50-18,2,12,0
50-18,2,37,0
50,1,18,1
36,1,95,0
36,1,2,0
36,1,86,0
36,1,26,0
36,1,71,0
24-92,2,6,0
24-92,2,98,0
24-92,2,54,0
24-92,2,47,0
24-92,2,31,0
92,1,24,1
10-28,2,62,0
10-28,2,49,0
10-28,2,67,0
10-28,2,63,0
10-28,2,71,0
10,1,28,1
65-97,2,33,0
65-97,2,62,0
65-97,2,56,0
65-97,2,92,0
65-97,2,29,0
97,1,65,1
9,1,7,0
9,1,48,0
9,1,62,0
9,1,26,0
9,1,72,0
0-2,2,12,0
0-2,2,35,0
0-2,2,13,0
0-2,2,58,0
0-2,2,95,0
0,1,2,1
51-7,2,98,0
51-7,2,47,0
51-7,2,69,0
51-7,2,62,0
51-7,2,81,0
51,1,7,1
23-41-61-64-69-79-92,7,54,0
23-41-61-64-69-79-92,7,4,0
23-41-61-64-69-79-92,7,78,0
23-41-61-64-69-79-92,7,56,0
23-41-61-64-69-79-92,7,9,0
64-69-41-79-23-61,6,92,1
58-15-27-99-73,5,93,0
58-15-27-99-73,5,0,0
58-15-27-99-73,5,11,0
58-15-27-99-73,5,61,0
58-15-27-99-73,5,96,0
27-73-58-99,4,15,1
89-85,2,6,0
89-85,2,54,0
89-85,2,16,0
89-85,2,32,0
89-85,2,88,0
85,1,89,1
94-6,2,11,0
94-6,2,95,0
94-6,2,63,0
94-6,2,1,0
94-6,2,56,0
6,1,94,1
28,1,94,0
28,1,80,0
28,1,81,0
28,1,10,0
28,1,93,0
19,1,87,0
19,1,89,0
19,1,69,0
19,1,45,0
19,1,74,0
3-73-71-41,4,82,0
3-73-71-41,4,57,0
3-73-71-41,4,60,0
3-73-71-41,4,4,0
3-73-71-41,4,6,0
73-71-41,3,3,1
24,1,35,0
24,1,88,0
24,1,75,0
24,1,2,0
24,1,96,0
77,1,58,0
77,1,8,0
77,1,11,0
77,1,97,0
77,1,45,0
46-43-83-36,4,82,0
46-43-83-36,4,54,0
46-43-83-36,4,39,0
46-43-83-36,4,68,0
46-43-83-36,4,91,0
43-36-46,3,83,1
98-65-34-69,4,64,0
98-65-34-69,4,0,0
98-65-34-69,4,94,0
98-65-34-69,4,15,0
98-65-34-69,4,16,0
65-98-69,3,34,1
73,1,21,0
73,1,11,0
73,1,56,0
73,1,18,0
73,1,58,0
70,1,30,0
70,1,48,0
70,1,91,0
70,1,47,0
70,1,73,0
43-9-79,3,98,0
43-9-79,3,42,0
43-9-79,3,64,0
43-9-79,3,15,0
43-9-79,3,85,0
9-43,2,79,1
2-7,2,63,0
2-7,2,16,0
2-7,2,82,0
2-7,2,37,0
2-7,2,30,0
2,1,7,1
33,1,45,0
33,1,71,0
33,1,85,0
33,1,87,0
33,1,32,0
11,1,23,0
11,1,77,0
11,1,17,0
11,1,92,0
11,1,67,0
69-73-67-21-65-44-23,7,53,0
69-73-67-21-65-44-23,7,20,0
69-73-67-21-65-44-23,7,1,0
69-73-67-21-65-44-23,7,27,0
69-73-67-21-65-44-23,7,8,0
67-69-73-44-21-23,6,65,1
97,1,65,0
97,1,36,0
97,1,29,0
97,1,84,0
97,1,31,0
94-7-90-54-91-62-67,7,50,0
94-7-90-54-91-62-67,7,8,0
94-7-90-54-91-62-67,7,16,0
94-7-90-54-91-62-67,7,80,0
94-7-90-54-91-62-67,7,3,0
67-7-54-90-91-62,6,94,1
24-73-12,3,78,0
24-73-12,3,99,0
24-73-12,3,26,0
24-73-12,3,22,0
24-73-12,3,67,0
73-12,2,24,1
20-27-15,3,14,0
20-27-15,3,6,0
20-27-15,3,77,0
20-27-15,3,58,0
20-27-15,3,17,0
20-15,2,27,1
14-15-92,3,18,0
14-15-92,3,95,0
14-15-92,3,76,0
14-15-92,3,57,0
14-15-92,3,59,0
92-15,2,14,1
84-48,2,19,0
84-48,2,38,0
84-48,2,75,0
84-48,2,1,0
84-48,2,36,0
48,1,84,1
28-48-74,3,23,0
28-48-74,3,62,0
28-48-74,3,89,0
28-48-74,3,11,0
28-48-74,3,55,0
48-28,2,74,1
8,1,71,0
8,1,17,0
8,1,37,0
8,1,69,0
8,1,10,0
16,1,78,0
16,1,48,0
16,1,74,0
16,1,46,0
16,1,12,0
23-76,2,90,0
23-76,2,0,0
23-76,2,35,0
23-76,2,97,0
23-76,2,85,0
23,1,76,1
87-51-2-50-9-18,6,94,0
87-51-2-50-9-18,6,15,0
87-51-2-50-9-18,6,33,0
87-51-2-50-9-18,6,86,0
87-51-2-50-9-18,6,99,0
2-9-50-51-87,5,18,1
45-23,2,29,0
45-23,2,79,0
45-23,2,89,0
45-23,2,12,0
45-23,2,49,0
45,1,23,1
57,1,29,0
57,1,68,0
57,1,96,0
57,1,82,0
57,1,85,0
1-7-9-18,4,69,0
1-7-9-18,4,97,0
1-7-9-18,4,24,0
1-7-9-18,4,56,0
1-7-9-18,4,94,0
9-18-7,3,1,1
59-11,2,19,0
59-11,2,57,0
59-11,2,54,0
59-11,2,66,0
59-11,2,56,0
11,1,59,1
38,1,25,0
38,1,9,0
38,1,90,0
38,1,80,0
38,1,81,0
52,1,3,0
52,1,85,0
52,1,21,0
52,1,9,0
52,1,13,0
33-32,2,6,0
33-32,2,26,0
33-32,2,82,0
33-32,2,11,0
33-32,2,14,0
32,1,33,1
68-74-95-65,4,1,0
68-74-95-65,4,31,0
68-74-95-65,4,13,0
68-74-95-65,4,49,0
68-74-95-65,4,32,0
65-68-95,3,74,1
15,1,49,0
15,1,7,0
15,1,51,0
15,1,52,0
15,1,22,0
65-71,2,97,0
65-71,2,51,0
65-71,2,50,0
65-71,2,66,0
65-71,2,29,0
71,1,65,1
27,1,5,0
27,1,31,0
27,1,26,0
27,1,13,0
27,1,32,0
23,1,7,0
23,1,81,0
23,1,55,0
23,1,35,0
23,1,38,0
28-15-20-92-5,5,29,0
28-15-20-92-5,5,80,0
28-15-20-92-5,5,9,0
28-15-20-92-5,5,17,0
28-15-20-92-5,5,70,0
92-28-5-15,4,20,1
48,1,7,0
